execution_date,date,residual
1956-06-01,1953-09-01,0.6766365636893923
1956-06-01,1955-04-01,-0.2791281152664982
1956-06-01,1955-05-01,0.402113362390503
1956-06-01,1955-06-01,0.15281253018935825
1956-06-01,1955-07-01,-0.10147592174378708
1956-06-01,1955-08-01,0.3782915140880301
1956-06-01,1955-09-01,-0.4056482155833576
1956-06-01,1955-03-01,0.34182908210381213
1956-06-01,1955-11-01,-0.0614028950140289
1956-06-01,1956-01-01,-0.4207199572039366
1956-06-01,1956-02-01,-0.5800905587657544
1956-06-01,1956-03-01,0.5195686342896204
1956-06-01,1956-04-01,0.33016366829883537
1956-06-01,1956-05-01,0.151800527750104
1956-06-01,1956-06-01,-0.08481320100540135
1956-06-01,1955-12-01,-0.22668663422071894
1956-06-01,1955-02-01,0.5917484554721072
1956-06-01,1955-10-01,-0.6123178514893789
1956-06-01,1954-12-01,-0.39192917479521494
1956-06-01,1955-01-01,0.179704930447931
1956-06-01,1953-10-01,0.32130791937017383
1956-06-01,1953-11-01,-0.07823351038600407
1956-06-01,1953-12-01,-0.30093918450372603
1956-06-01,1954-01-01,0.4508143272029289
1956-06-01,1954-03-01,-0.18119540011990365
1956-06-01,1954-04-01,-0.17974340339627104
1956-06-01,1954-02-01,-0.5051037019930005
1956-06-01,1954-06-01,0.1293687096238958
1956-06-01,1954-07-01,-0.06680240776500024
1956-06-01,1954-08-01,-0.6399919465259769
1956-06-01,1954-09-01,-0.04049497537869895
1956-06-01,1954-10-01,0.3663108597468159
1956-06-01,1954-11-01,0.062110054881658217
1956-06-01,1954-05-01,0.10213591561148383
1956-07-01,1955-05-01,0.388464494344267
1956-07-01,1955-10-01,-0.6390651875272517
1956-07-01,1955-06-01,0.11194366642225761
1956-07-01,1955-07-01,-0.1529559644115636
1956-07-01,1955-08-01,0.3433920132021632
1956-07-01,1955-09-01,-0.46965120267683536
1956-07-01,1955-11-01,-0.05817669726296493
1956-07-01,1956-07-01,0.7328662990696644
1956-07-01,1956-01-01,-0.4525216833475828
1956-07-01,1956-02-01,-0.6017081959863758
1956-07-01,1956-03-01,0.4986810294443559
1956-07-01,1956-04-01,0.25437235932285074
1956-07-01,1956-05-01,0.0700305154997104
1956-07-01,1956-06-01,-0.17195757015731528
1956-07-01,1955-04-01,-0.31742233029955946
1956-07-01,1955-12-01,-0.2546895634318838
1956-07-01,1955-03-01,0.2995293683315625
1956-07-01,1954-06-01,0.12859544211444507
1956-07-01,1955-01-01,0.194202732122305
1956-07-01,1955-02-01,0.5897398662308803
1956-07-01,1953-09-01,0.6861324256416013
1956-07-01,1953-10-01,0.2716215366591658
1956-07-01,1953-11-01,-0.11626063464884129
1956-07-01,1953-12-01,-0.32525793707423345
1956-07-01,1954-02-01,-0.5382587164890549
1956-07-01,1954-03-01,-0.1643304538888255
1956-07-01,1954-04-01,-0.16906068344248637
1956-07-01,1954-01-01,0.44433746667912033
1956-07-01,1954-07-01,-0.07629571780828459
1956-07-01,1954-08-01,-0.6379585173434963
1956-07-01,1954-09-01,-0.005969783097285131
1956-07-01,1954-10-01,0.381001107196689
1956-07-01,1954-11-01,0.04725190055828188
1956-07-01,1954-12-01,-0.4005055784439122
1956-07-01,1954-05-01,0.10988419449844966
1956-08-01,1955-05-01,0.4309350707937666
1956-08-01,1955-11-01,0.08563789634921759
1956-08-01,1955-06-01,0.07188403104953778
1956-08-01,1955-07-01,-0.23173870629003854
1956-08-01,1955-08-01,0.3319786416191046
1956-08-01,1955-09-01,-0.5847962047276998
1956-08-01,1955-10-01,-0.6151949374050636
1956-08-01,1955-12-01,-0.221067100656744
1956-08-01,1956-08-01,0.8072703938652936
1956-08-01,1956-02-01,-0.5414233165502035
1956-08-01,1956-03-01,0.5503171832614047
1956-08-01,1956-04-01,0.10842058087649997
1956-08-01,1956-05-01,-0.09265424445049297
1956-08-01,1956-06-01,-0.364643304908045
1956-08-01,1956-07-01,0.5665594821538518
1956-08-01,1955-04-01,-0.3722901055903343
1956-08-01,1956-01-01,-0.431515281065022
1956-08-01,1955-03-01,0.20893266157112253
1956-08-01,1954-08-01,-0.6490319268854703
1956-08-01,1955-01-01,0.27222283105220546
1956-08-01,1955-02-01,0.6306888384067787
1956-08-01,1953-09-01,0.7984523687234344
1956-08-01,1953-10-01,0.14867292519451503
1956-08-01,1953-11-01,-0.20421400315381144
1956-08-01,1953-12-01,-0.38636468026552984
1956-08-01,1954-02-01,-0.6634624404900742
1956-08-01,1954-03-01,-0.11342360021585884
1956-08-01,1954-04-01,-0.14950915344394122
1956-08-01,1954-01-01,0.4247385517007244
1956-08-01,1954-06-01,0.10122598713046371
1956-08-01,1954-07-01,-0.13479184229810204
1956-08-01,1954-09-01,0.10160728539409813
1956-08-01,1954-10-01,0.42486709734678807
1956-08-01,1954-11-01,-0.0033949583929793192
1956-08-01,1954-12-01,-0.41491110494518524
1956-08-01,1954-05-01,0.11001508524578663
1956-09-01,1955-11-01,0.13668601059606425
1956-09-01,1955-05-01,0.41370305755950193
1956-09-01,1955-06-01,-0.004217445112777107
1956-09-01,1955-07-01,-0.31387732449248096
1956-09-01,1955-08-01,0.27866931618777135
1956-09-01,1955-09-01,-0.6791388995484516
1956-09-01,1955-10-01,-0.6410100466402241
1956-09-01,1955-12-01,-0.18008176324534048
1956-09-01,1956-08-01,0.8474249947208174
1956-09-01,1956-02-01,-0.4383741501927604
1956-09-01,1956-03-01,0.681135343608559
1956-09-01,1956-04-01,0.15419983708686869
1956-09-01,1956-05-01,-0.05300912283231862
1956-09-01,1956-06-01,-0.3100399550214896
1956-09-01,1956-07-01,0.6663688747116322
1956-09-01,1956-09-01,0.39838154887771204
1956-09-01,1956-01-01,-0.35613448271883597
1956-09-01,1955-03-01,0.16341915388591513
1956-09-01,1955-04-01,-0.4315047460375082
1956-09-01,1955-01-01,0.3562310374542321
1956-09-01,1955-02-01,0.6639095574902286
1956-09-01,1953-09-01,0.5272052967127334
1956-09-01,1953-10-01,-0.16894514838431793
1956-09-01,1953-11-01,-0.4705731768012331
1956-09-01,1953-12-01,-0.5732005846137919
1956-09-01,1954-02-01,-0.7772527208456828
1956-09-01,1954-03-01,-0.11688535420205981
1956-09-01,1954-04-01,-0.13238856666098542
1956-09-01,1954-01-01,0.32423243403048374
1956-09-01,1954-06-01,0.13930680746198654
1956-09-01,1954-07-01,-0.09689579465199905
1956-09-01,1954-08-01,-0.5858262754856927
1956-09-01,1954-09-01,0.23295041683206374
1956-09-01,1954-10-01,0.5237498090050292
1956-09-01,1954-11-01,0.03905922076774426
1956-09-01,1954-12-01,-0.3694927080445449
1956-09-01,1954-05-01,0.15221554854315422
1956-10-01,1955-12-01,-0.16619255950003614
1956-10-01,1955-06-01,0.008167162093537073
1956-10-01,1955-07-01,-0.2971944445806387
1956-10-01,1955-08-01,0.2897657745943465
1956-10-01,1955-09-01,-0.6571116482439732
1956-10-01,1955-10-01,-0.632013298190225
1956-10-01,1955-11-01,0.1369195995351245
1956-10-01,1956-01-01,-0.3387379121401164
1956-10-01,1956-10-01,-0.30121978976272823
1956-10-01,1956-03-01,0.695669815402241
1956-10-01,1956-04-01,0.18896357303132838
1956-10-01,1956-05-01,-0.015651580645136054
1956-10-01,1956-06-01,-0.2703123745166923
1956-10-01,1956-07-01,0.7026757342339808
1956-10-01,1956-08-01,0.9061247293313602
1956-10-01,1956-09-01,0.4581384055592981
1956-10-01,1955-05-01,0.4159554958788557
1956-10-01,1956-02-01,-0.42406927371390346
1956-10-01,1955-04-01,-0.42077011673315123
1956-10-01,1954-04-01,-0.14487797903362587
1956-10-01,1955-02-01,0.6609944063007641
1956-10-01,1953-09-01,0.5083275012963475
1956-10-01,1953-10-01,-0.16530648173848278
1956-10-01,1953-11-01,-0.47020593337976835
1956-10-01,1953-12-01,-0.5766384666633873
1956-10-01,1954-01-01,0.315471028009236
1956-10-01,1954-03-01,-0.132425671310886
1956-10-01,1955-03-01,0.17535667678079206
1956-10-01,1954-05-01,0.14156695576970724
1956-10-01,1954-02-01,-0.7755242791148214
1956-10-01,1954-07-01,-0.1000893024031313
1956-10-01,1954-08-01,-0.5926550936105848
1956-10-01,1954-09-01,0.2149691703261567
1956-10-01,1954-10-01,0.5133969221479533
1956-10-01,1954-11-01,0.039756526007982185
1956-10-01,1954-12-01,-0.3706896238153585
1956-10-01,1955-01-01,0.34712821283320516
1956-10-01,1954-06-01,0.132338139964433
1956-11-01,1956-01-01,-0.3550713293105301
1956-11-01,1955-07-01,-0.3130411887491943
1956-11-01,1955-08-01,0.27589513837097734
1956-11-01,1955-09-01,-0.6760344038766047
1956-11-01,1955-10-01,-0.645193975906798
1956-11-01,1955-11-01,0.12733409938489643
1956-11-01,1955-12-01,-0.1815383476669618
1956-11-01,1956-02-01,-0.4390120618465869
1956-11-01,1956-11-01,0.315340962826657
1956-11-01,1956-04-01,0.16594102996596516
1956-11-01,1956-05-01,-0.040213807042642324
1956-11-01,1956-06-01,-0.29473830232180676
1956-11-01,1956-07-01,0.681258696867479
1956-11-01,1956-08-01,0.8772708305884289
1956-11-01,1956-09-01,0.425352530408764
1956-11-01,1956-10-01,-0.33455767572132955
1956-11-01,1955-06-01,-0.0059005867309090965
1956-11-01,1956-03-01,0.6819499640031951
1956-11-01,1955-04-01,-0.4318888190939698
1956-11-01,1955-05-01,0.40807705740945255
1956-11-01,1954-02-01,-0.7761460603769517
1956-11-01,1955-03-01,0.1657510497663793
1956-11-01,1953-09-01,0.5067710919155226
1956-11-01,1953-10-01,-0.17466959925638711
1956-11-01,1953-11-01,-0.4769676738334629
1956-11-01,1953-12-01,-0.5788935895438335
1956-11-01,1954-01-01,0.3184426938760584
1956-11-01,1954-03-01,-0.12427693383669935
1956-11-01,1954-04-01,-0.13691344027621377
1956-11-01,1954-05-01,0.14987300220684685
1956-11-01,1954-07-01,-0.09514174994580804
1956-11-01,1954-08-01,-0.5864105674108611
1956-11-01,1954-09-01,0.22647121854223595
1956-11-01,1954-10-01,0.5207334868691968
1956-11-01,1954-11-01,0.04087412548733038
1956-11-01,1954-12-01,-0.36993052901212753
1956-11-01,1955-01-01,0.35078846267364594
1956-11-01,1955-02-01,0.6595801675448346
1956-11-01,1954-06-01,0.13883503305179157
1956-12-01,1955-11-01,0.16446059203617733
1956-12-01,1955-12-01,-0.18951382991301396
1956-12-01,1955-10-01,-0.6386294434416555
1956-12-01,1955-06-01,-0.01898919324348236
1956-12-01,1955-08-01,0.27168619609329536
1956-12-01,1955-07-01,-0.3387343365666594
1956-12-01,1956-12-01,0.42174372164569784
1956-12-01,1955-09-01,-0.7141297906762473
1956-12-01,1956-01-01,-0.37546527124065954
1956-12-01,1956-11-01,0.2839311426524609
1956-12-01,1956-03-01,0.7139740380500417
1956-12-01,1956-04-01,0.1517852515065008
1956-12-01,1956-05-01,-0.05854096303355072
1956-12-01,1956-06-01,-0.3237353333401839
1956-12-01,1956-07-01,0.6602977319148227
1956-12-01,1956-08-01,0.7746169980314137
1956-12-01,1956-09-01,0.3347885967483901
1956-12-01,1956-10-01,-0.4081326926743811
1956-12-01,1956-02-01,-0.4290255211820634
1956-12-01,1955-05-01,0.42165566835000456
1956-12-01,1954-08-01,-0.594357279520324
1956-12-01,1955-03-01,0.1349627445761772
1956-12-01,1955-04-01,-0.44977121171401874
1956-12-01,1953-09-01,0.5676550177789681
1956-12-01,1953-10-01,-0.1933163605427155
1956-12-01,1953-11-01,-0.488285923849204
1956-12-01,1953-12-01,-0.585682266380616
1956-12-01,1954-02-01,-0.8103703093028176
1956-12-01,1954-03-01,-0.10400722462694012
1956-12-01,1954-04-01,-0.1292997315726634
1956-12-01,1954-01-01,0.32104750405962246
1956-12-01,1954-06-01,0.12777255248555397
1956-12-01,1954-07-01,-0.11791395259482873
1956-12-01,1954-09-01,0.25635779317481333
1956-12-01,1955-02-01,0.6700484476812039
1956-12-01,1954-10-01,0.5295403913186774
1956-12-01,1954-11-01,0.019514356167872116
1956-12-01,1954-12-01,-0.37914057617554264
1956-12-01,1955-01-01,0.3718565634646762
1956-12-01,1954-05-01,0.14934590385519608
1957-01-01,1955-12-01,-0.15928998580523296
1957-01-01,1955-11-01,0.17149867921754172
1957-01-01,1955-07-01,-0.30449134872827033
1957-01-01,1955-09-01,-0.669900654441025
1957-01-01,1955-08-01,0.2968517240876508
1957-01-01,1956-01-01,-0.3398044496502024
1957-01-01,1955-10-01,-0.6167660294890618
1957-01-01,1956-02-01,-0.3969615312622965
1957-01-01,1956-11-01,0.3715612429820201
1957-01-01,1956-04-01,0.22208039798236068
1957-01-01,1956-05-01,0.01681729071594229
1957-01-01,1956-06-01,-0.24553863231319373
1957-01-01,1956-07-01,0.7310992711278644
1957-01-01,1956-08-01,0.8813119043507174
1957-01-01,1956-09-01,0.4472356632297838
1957-01-01,1956-10-01,-0.29891745655989466
1957-01-01,1955-06-01,0.007921551062868404
1957-01-01,1956-03-01,0.7474139561353179
1957-01-01,1955-05-01,0.4293454935930104
1957-01-01,1954-07-01,-0.13105704530173568
1957-01-01,1955-03-01,0.1565079340980445
1957-01-01,1956-12-01,0.5237707478086253
1957-01-01,1953-09-01,0.5425158992907738
1957-01-01,1953-10-01,-0.18204427265050124
1957-01-01,1953-11-01,-0.48405067977066457
1957-01-01,1953-12-01,-0.5910788194789407
1957-01-01,1954-01-01,0.3033650036760064
1957-01-01,1954-02-01,-0.811186427378003
1957-01-01,1954-03-01,-0.13580615892985182
1957-01-01,1955-04-01,-0.4280630732257448
1957-01-01,1954-04-01,-0.15714455616567924
1957-01-01,1954-06-01,0.10831526000134262
1957-01-01,1954-08-01,-0.6134146836635064
1957-01-01,1954-09-01,0.21780925358546188
1957-01-01,1954-10-01,0.5049461423073636
1957-01-01,1954-11-01,0.015377109788739185
1957-01-01,1954-12-01,-0.38523218923592184
1957-01-01,1955-01-01,0.35285831928771594
1957-01-01,1955-02-01,0.6642291484675568
1957-01-01,1954-05-01,0.12343582638501593
1957-01-01,1957-01-01,-0.8855198251319872
